provincia,anio,poblacion_total,poblacion_varones,poblacion_mujeres,provincia_id,hogares,viviendas_particulares,viviendas_particulares_habitadas,superficie_km2,densidad_poblacional
Santa Fe,2024,3642063,1777073,1864990,82,1023777,1143651,948369,133007,27.382491147082483
Santa Fe,2025,3667505,1790055,1877450,82,1023777,1143651,948369,133007,27.573774312630164
Santa Fe,2026,3692543,1802832,1889711,82,1023777,1143651,948369,133007,27.76202004405783
Santa Fe,2027,3717160,1815397,1901763,82,1023777,1143651,948369,133007,27.94710052854361
Santa Fe,2028,3741348,1827746,1913602,82,1023777,1143651,948369,133007,28.128955618877203
Santa Fe,2029,3765111,1839880,1925231,82,1023777,1143651,948369,133007,28.307615388663756
Santa Fe,2030,3788453,1851803,1936650,82,1023777,1143651,948369,133007,28.483109911508418
Santa Fe,2031,3811368,1863513,1947855,82,1023777,1143651,948369,133007,28.655394077003464
Santa Fe,2032,3833857,1875010,1958847,82,1023777,1143651,948369,133007,28.82447540355019
Santa Fe,2033,3855933,1886302,1969631,82,1023777,1143651,948369,133007,28.990451630365317
Santa Fe,2034,3877606,1897394,1980212,82,1023777,1143651,948369,133007,29.153397941461726
Santa Fe,2035,3898888,1908293,1990595,82,1023777,1143651,948369,133007,29.31340455765486
Santa Fe,2036,3919780,1919000,2000780,82,1023777,1143651,948369,133007,29.470478997346003
Santa Fe,2037,3940283,1929517,2010766,82,1023777,1143651,948369,133007,29.624628778936447
Santa Fe,2038,3960409,1939849,2020560,82,1023777,1143651,948369,133007,29.775944123241633
Santa Fe,2039,3980166,1950001,2030165,82,1023777,1143651,948369,133007,29.924485177471862
Santa Fe,2040,3999563,1959977,2039586,82,1023777,1143651,948369,133007,30.070319607238716
Santiago del Estero,2010,879246,438380,440866,86,218025,242034,197906,136351,6.448401551877141
Santiago del Estero,2011,888809,443034,445775,86,218025,242034,197906,136351,6.518536717735843
Santiago del Estero,2012,898484,447753,450731,86,218025,242034,197906,136351,6.589493293045155
Santiago del Estero,2013,908268,452534,455734,86,218025,242034,197906,136351,6.661249275766221
Santiago del Estero,2014,918147,457369,460778,86,218025,242034,197906,136351,6.733701989717714
Santiago del Estero,2015,928097,462244,465853,86,218025,242034,197906,136351,6.80667541858879
Santiago del Estero,2016,938109,467154,470955,86,218025,242034,197906,136351,6.88010355626288
Santiago del Estero,2017,948172,472093,476079,86,218025,242034,197906,136351,6.953905728597516
Santiago del Estero,2018,958251,477042,481209,86,218025,242034,197906,136351,7.027825245139383
Santiago del Estero,2019,968309,481983,486326,86,218025,242034,197906,136351,7.10159074740926
Santiago del Estero,2020,978313,486897,491416,86,218025,242034,197906,136351,7.1749602129797365
Santiago del Estero,2021,988245,491775,496470,86,218025,242034,197906,136351,7.247801629617678
Santiago del Estero,2022,998093,496611,501482,86,218025,242034,197906,136351,7.320026989167663
Santiago del Estero,2023,1007830,501391,506439,86,218025,242034,197906,136351,7.391438273279991
Santiago del Estero,2024,1017428,506101,511327,86,218025,242034,197906,136351,7.461830129592009
Santiago del Estero,2025,1026866,510729,516137,86,218025,242034,197906,136351,7.531048543831728
Santiago del Estero,2026,1036139,515273,520866,86,218025,242034,197906,136351,7.59905684593439
Santiago del Estero,2027,1045247,519733,525514,86,218025,242034,197906,136351,7.665855035899994
Santiago del Estero,2028,1054179,524104,530075,86,218025,242034,197906,136351,7.731362439586069
Santiago del Estero,2029,1062924,528380,534544,86,218025,242034,197906,136351,7.795498382850144
Santiago del Estero,2030,1071469,532554,538915,86,218025,242034,197906,136351,7.858167523523846
Santiago del Estero,2031,1079809,536624,543185,86,218025,242034,197906,136351,7.9193331915424166
Santiago del Estero,2032,1087938,540587,547351,86,218025,242034,197906,136351,7.978951382828142
Santiago del Estero,2033,1095850,544439,551411,86,218025,242034,197906,136351,8.036978093303313
Santiago del Estero,2034,1103532,548175,555357,86,218025,242034,197906,136351,8.093317980799554
Santiago del Estero,2035,1110978,551792,559186,86,218025,242034,197906,136351,8.147927041239155
Santiago del Estero,2036,1118189,555290,562899,86,218025,242034,197906,136351,8.200812608635067
Santiago del Estero,2037,1125165,558670,566495,86,218025,242034,197906,136351,8.25197468298729
Santiago del Estero,2038,1131905,561932,569973,86,218025,242034,197906,136351,8.301405930282872
Santiago del Estero,2039,1138412,565078,573334,86,218025,242034,197906,136351,8.34912835256067
Santiago del Estero,2040,1144686,568107,576579,86,218025,242034,197906,136351,8.395141949820683
Tucumán,2010,1489225,733744,755481,90,368538,396040,335821,22524,66.11725270822234
Tucumán,2011,1509932,744127,765805,90,368538,396040,335821,22524,67.03658320014208
Tucumán,2012,1530689,754541,776148,90,368538,396040,335821,22524,67.95813354643936
Tucumán,2013,1551460,764968,786492,90,368538,396040,335821,22524,68.88030545196236
Tucumán,2014,1572205,775385,796820,90,368538,396040,335821,22524,69.80132303320902
Tucumán,2015,1592878,785767,807111,90,368538,396040,335821,22524,70.71914402415202
Tucumán,2016,1613476,796112,817364,90,368538,396040,335821,22524,71.63363523352868
Tucumán,2017,1633992,806416,827576,90,368538,396040,335821,22524,72.54448588172616
Tucumán,2018,1654388,816658,837730,90,368538,396040,335821,22524,73.45000887941751
Tucumán,2019,1674622,826817,847805,90,368538,396040,335821,22524,74.3483395489256
Tucumán,2020,1694656,836871,857785,90,368538,396040,335821,22524,75.23779080092346
Tucumán,2021,1714487,846819,867668,90,368538,396040,335821,22524,76.11822944414847
Tucumán,2022,1734118,856662,877456,90,368538,396040,335821,22524,76.98978866986326
Tucumán,2023,1753523,866387,887136,90,368538,396040,335821,22524,77.8513141537915
Tucumán,2024,1772680,875982,896698,90,368538,396040,335821,22524,78.70182916000711
Tucumán,2025,1791571,885438,906133,90,368538,396040,335821,22524,79.54053454093412
Tucumán,2026,1810210,894762,915448,90,368538,396040,335821,22524,80.36805185579826
Tucumán,2027,1828610,903961,924649,90,368538,396040,335821,22524,81.1849582667377
Tucumán,2028,1846761,913032,933729,90,368538,396040,335821,22524,81.99080980287692
Tucumán,2029,1864652,921969,942683,90,368538,396040,335821,22524,82.78511809625289
Tucumán,2030,1882275,930769,951506,90,368538,396040,335821,22524,83.56752797016516
Tucumán,2031,1899633,939434,960199,90,368538,396040,335821,22524,84.3381726158764
Tucumán,2032,1916730,947968,968762,90,368538,396040,335821,22524,85.09722962173682
Tucumán,2033,1933560,956368,977192,90,368538,396040,335821,22524,85.8444326052211
Tucumán,2034,1950114,964630,985484,90,368538,396040,335821,22524,86.57938199254129
Tucumán,2035,1966384,972751,993633,90,368538,396040,335821,22524,87.30172260699698
Tucumán,2036,1982373,980734,1001639,90,368538,396040,335821,22524,88.01158763985083
Tucumán,2037,1998086,988581,1009505,90,368538,396040,335821,22524,88.70919907654059
Tucumán,2038,2013520,996292,1017228,90,368538,396040,335821,22524,89.39442372580359
Tucumán,2039,2028678,1003868,1024810,90,368538,396040,335821,22524,90.06739477890251
Tucumán,2040,2043560,1011310,1032250,90,368538,396040,335821,22524,90.72811223583733
Tierra del Fuego,2010,131661,67235,64426,94,38956,43360,36689,1002445,0.1313398740080503
Tierra del Fuego,2011,135742,69310,66432,94,38956,43360,36689,1002445,0.13541092029986682
Tierra del Fuego,2012,139852,71398,68454,94,38956,43360,36689,1002445,0.13951089585962323
Tierra del Fuego,2013,143987,73498,70489,94,38956,43360,36689,1002445,0.14363581044346574
Tierra del Fuego,2014,148143,75608,72535,94,38956,43360,36689,1002445,0.14778167380754056
Tierra del Fuego,2015,152317,77725,74592,94,38956,43360,36689,1002445,0.1519454932689574
Tierra del Fuego,2016,156509,79850,76659,94,38956,43360,36689,1002445,0.15612726882771624
Tierra del Fuego,2017,160720,81983,78737,94,38956,43360,36689,1002445,0.1603279980447805
Tierra del Fuego,2018,164944,84121,80823,94,38956,43360,36689,1002445,0.16454169555436957
Tierra del Fuego,2019,169183,86265,82918,94,38956,43360,36689,1002445,0.1687703564784103
Tierra del Fuego,2020,173432,88412,85020,94,38956,43360,36689,1002445,0.17300899301208544
Tierra del Fuego,2021,177697,90565,87132,94,38956,43360,36689,1002445,0.1772635905211757
Tierra del Fuego,2022,181983,92727,89256,94,38956,43360,36689,1002445,0.18153913681049832
Tierra del Fuego,2023,186285,94895,91390,94,38956,43360,36689,1002445,0.18583064407523606
Tierra del Fuego,2024,190601,97068,93533,94,38956,43360,36689,1002445,0.190136117193462
Tierra del Fuego,2025,194926,99244,95682,94,38956,43360,36689,1002445,0.19445056836035893
Tierra del Fuego,2026,199248,101416,97832,94,38956,43360,36689,1002445,0.19876202684436553
Tierra del Fuego,2027,203558,103580,99978,94,38956,43360,36689,1002445,0.2030615145968108
Tierra del Fuego,2028,207851,105732,102119,94,38956,43360,36689,1002445,0.20734404381287752
Tierra del Fuego,2029,212126,107872,104254,94,38956,43360,36689,1002445,0.21160861693160224
Tierra del Fuego,2030,216380,110000,106380,94,38956,43360,36689,1002445,0.2158522412700946
Tierra del Fuego,2031,220617,112117,108500,94,38956,43360,36689,1002445,0.22007890707220845
Tierra del Fuego,2032,224843,114226,110617,94,38956,43360,36689,1002445,0.2242945997037244
Tierra del Fuego,2033,229055,116326,112729,94,38956,43360,36689,1002445,0.2284963264817521
Tierra del Fuego,2034,233252,118417,114835,94,38956,43360,36689,1002445,0.23268308984532818
Tierra del Fuego,2035,237433,120498,116935,94,38956,43360,36689,1002445,0.23685389223348913
Tierra del Fuego,2036,241593,122567,119026,94,38956,43360,36689,1002445,0.24100374584141773
Tierra del Fuego,2037,245734,124625,121109,94,38956,43360,36689,1002445,0.2451346457910409
Tierra del Fuego,2038,249853,126670,123183,94,38956,43360,36689,1002445,0.2492435993994683
Tierra del Fuego,2039,253948,128702,125246,94,38956,43360,36689,1002445,0.25332861154477304
Tierra del Fuego,2040,258020,130721,127299,94,38956,43360,36689,1002445,0.2573906797879185
